Etc/UTC,Open,High,Low,Close,Volume
2024-09-03T00:00:00+00:00,146.751,147.207,146.664,147.124,27714880000
2024-09-03T01:00:00+00:00,147.121,147.144,146.587,146.616,21679450000
2024-09-03T02:00:00+00:00,146.615,146.763,146.566,146.638,20732710000
2024-09-03T03:00:00+00:00,146.638,146.731,146.446,146.54,14088680000
2024-09-03T04:00:00+00:00,146.542,146.573,146.393,146.535,19787620000
2024-09-03T05:00:00+00:00,146.534,146.594,146.14,146.309,18039590000
2024-09-03T06:00:00+00:00,146.311,146.405,145.992,146.016,28214100000
2024-09-03T07:00:00+00:00,146.017,146.243,145.888,145.945,47801280000
2024-09-03T08:00:00+00:00,145.945,146.014,145.606,145.813,48354120000
2024-09-03T09:00:00+00:00,145.809,145.984,145.79,145.934,24799460000
2024-09-03T10:00:00+00:00,145.933,146.062,145.864,146.032,21883780000
2024-09-03T11:00:00+00:00,146.031,146.237,145.892,146.174,23018210000
2024-09-03T12:00:00+00:00,146.176,146.286,145.872,145.882,32215600000
2024-09-03T13:00:00+00:00,145.882,145.922,145.28,145.421,49451190000
2024-09-03T14:00:00+00:00,145.421,145.674,145.097,145.565,59236350000
2024-09-03T15:00:00+00:00,145.565,145.917,145.565,145.821,37115020000
2024-09-03T16:00:00+00:00,145.825,145.921,145.71,145.765,17479450000
2024-09-03T17:00:00+00:00,145.765,145.904,145.735,145.898,13818310000
2024-09-03T18:00:00+00:00,145.898,145.906,145.77,145.805,19898780000
2024-09-03T19:00:00+00:00,145.807,145.833,145.562,145.628,15084400000
2024-09-03T20:00:00+00:00,145.629,145.711,145.444,145.454,17092230000
2024-09-03T21:00:00+00:00,145.446,145.486,145.376,145.409,587610000
2024-09-03T22:00:00+00:00,145.402,145.556,145.271,145.332,7970260000
2024-09-03T23:00:00+00:00,145.332,145.395,145.089,145.363,15177510000
2024-09-04T00:00:00+00:00,145.365,145.552,144.889,145.174,28485330000
2024-09-04T01:00:00+00:00,145.173,145.533,145.142,145.405,16636430000
2024-09-04T02:00:00+00:00,145.404,145.504,145.218,145.443,19654580000
2024-09-04T03:00:00+00:00,145.444,145.546,145.266,145.31,16707080000
2024-09-04T04:00:00+00:00,145.311,145.538,145.21,145.249,16343390000
2024-09-04T05:00:00+00:00,145.249,145.256,145.027,145.168,22641350000
2024-09-04T06:00:00+00:00,145.165,145.316,144.856,144.874,30391050000
2024-09-04T07:00:00+00:00,144.875,145.043,144.753,144.983,39331320000
2024-09-04T08:00:00+00:00,144.984,145.23,144.917,145.206,24471380000
2024-09-04T09:00:00+00:00,145.209,145.268,145.073,145.105,17337780000
2024-09-04T10:00:00+00:00,145.107,145.188,144.935,145.069,14383210000
2024-09-04T11:00:00+00:00,145.068,145.092,144.86,144.885,24537880000
2024-09-04T12:00:00+00:00,144.89,145.215,144.88,145.074,34951020000
2024-09-04T13:00:00+00:00,145.072,145.147,144.748,144.777,45680160000
2024-09-04T14:00:00+00:00,144.772,144.772,143.998,144.118,73187240000
2024-09-04T15:00:00+00:00,144.118,144.416,144.033,144.306,41484190000
2024-09-04T16:00:00+00:00,144.307,144.37,144.01,144.048,29272910000
2024-09-04T17:00:00+00:00,144.047,144.081,143.942,144.072,18515630000
2024-09-04T18:00:00+00:00,144.078,144.125,143.856,143.888,17291290000
