Etc/UTC,Open,High,Low,Close,Volume
2026-06-03T00:00:00+00:00,159.982,159.983,159.894,159.938,3533600000
2026-06-03T01:00:00+00:00,159.938,159.943,159.815,159.859,2528340000
2026-06-03T02:00:00+00:00,159.86,159.879,159.834,159.872,1600330000
2026-06-03T03:00:00+00:00,159.872,159.9,159.868,159.883,2166390000
2026-06-03T04:00:00+00:00,159.885,159.895,159.865,159.886,2000180000
2026-06-03T05:00:00+00:00,159.887,159.93,159.869,159.925,2106580000
2026-06-03T06:00:00+00:00,159.927,159.984,159.905,159.976,4162860000
2026-06-03T07:00:00+00:00,159.974,159.995,159.55,159.7,11510300000
2026-06-03T08:00:00+00:00,159.698,159.815,159.365,159.755,10938030000
2026-06-03T09:00:00+00:00,159.753,159.881,159.753,159.789,2729540000
2026-06-03T10:00:00+00:00,159.789,159.853,159.666,159.791,5370410000
2026-06-03T11:00:00+00:00,159.79,159.837,159.781,159.837,3041700000
2026-06-03T12:00:00+00:00,159.84,159.93,159.799,159.916,5413450000
2026-06-03T13:00:00+00:00,159.914,159.983,159.891,159.974,6059320000
2026-06-03T14:00:00+00:00,159.965,159.995,159.897,159.945,9953730000
2026-06-03T15:00:00+00:00,159.944,160.005,159.935,159.972,4651290000
2026-06-03T16:00:00+00:00,159.971,160.048,159.951,159.985,6066070000
2026-06-03T17:00:00+00:00,159.983,160.049,159.949,160.046,2389110000
2026-06-03T18:00:00+00:00,160.045,160.058,160.018,160.029,2336570000
2026-06-03T19:00:00+00:00,160.028,160.079,160.003,160.075,2901880000
2026-06-03T20:00:00+00:00,160.075,160.091,160.024,160.024,2093010000
2026-06-03T21:00:00+00:00,160.024,160.055,159.962,159.99,576360000
2026-06-03T22:00:00+00:00,159.994,160.074,159.829,159.916,3145040000
2026-06-03T23:00:00+00:00,159.917,159.979,159.89,159.948,3762250000
2026-06-04T00:00:00+00:00,159.947,159.963,159.885,159.909,4043760000
2026-06-04T01:00:00+00:00,159.907,159.928,159.871,159.883,3328110000
2026-06-04T02:00:00+00:00,159.882,159.911,159.874,159.894,2229210000
2026-06-04T03:00:00+00:00,159.895,159.988,159.894,159.97,1335750000
2026-06-04T04:00:00+00:00,159.972,159.99,159.598,159.867,4777140000
2026-06-04T05:00:00+00:00,159.869,159.93,159.857,159.884,2460770000
2026-06-04T06:00:00+00:00,159.885,159.92,159.825,159.902,4616490000
2026-06-04T07:00:00+00:00,159.899,159.927,159.863,159.902,4897640000
2026-06-04T08:00:00+00:00,159.903,159.918,159.843,159.875,3385190000
2026-06-04T09:00:00+00:00,159.874,159.896,159.843,159.857,3775710000
2026-06-04T10:00:00+00:00,159.858,159.897,159.855,159.876,3437730000
2026-06-04T11:00:00+00:00,159.875,159.876,159.75,159.767,6993540000
2026-06-04T12:00:00+00:00,159.767,159.876,159.756,159.864,6278640000
2026-06-04T13:00:00+00:00,159.865,159.919,159.841,159.917,6050580000
2026-06-04T14:00:00+00:00,159.916,160.002,159.878,159.985,6156710000
2026-06-04T15:00:00+00:00,159.985,160.028,159.957,159.97,4984520000
2026-06-04T16:00:00+00:00,159.972,159.992,159.939,159.967,1795350000
2026-06-04T17:00:00+00:00,159.967,160.001,159.967,159.993,1778700000
2026-06-04T18:00:00+00:00,159.994,160.032,159.968,160.026,2628330000
2026-06-04T19:00:00+00:00,160.027,160.031,160.005,160.013,2992920000
2026-06-04T20:00:00+00:00,160.013,160.041,160.006,160.014,1692080000
2026-06-04T21:00:00+00:00,160.013,160.014,159.932,159.967,550200000
2026-06-04T22:00:00+00:00,159.954,160.022,159.954,159.997,991130000
2026-06-04T23:00:00+00:00,160.003,160.009,159.971,159.995,1766470000
2026-06-05T00:00:00+00:00,159.993,160.006,159.942,159.959,3102120000
2026-06-05T01:00:00+00:00,159.958,159.971,159.898,159.958,4272290000
2026-06-05T02:00:00+00:00,159.958,159.975,159.937,159.972,1447200000
2026-06-05T03:00:00+00:00,159.973,159.991,159.943,159.956,2025600000
2026-06-05T04:00:00+00:00,159.955,159.968,159.942,159.959,1435350000
2026-06-05T05:00:00+00:00,159.96,159.969,159.917,159.962,1528190000
2026-06-05T06:00:00+00:00,159.963,159.972,159.924,159.938,2888370000
2026-06-05T07:00:00+00:00,159.939,159.952,159.908,159.95,4299060000
2026-06-05T08:00:00+00:00,159.949,159.952,159.922,159.945,2008500000
2026-06-05T09:00:00+00:00,159.947,159.957,159.893,159.942,3495070000
2026-06-05T10:00:00+00:00,159.942,159.949,159.904,159.909,1312970000
2026-06-05T11:00:00+00:00,159.911,159.929,159.83,159.844,5756890000
2026-06-05T12:00:00+00:00,159.844,160.219,159.834,160.212,16283530000
2026-06-05T13:00:00+00:00,160.216,160.262,159.726,160.145,24853730000
2026-06-05T14:00:00+00:00,160.146,160.278,160.06,160.269,13608610000
2026-06-05T15:00:00+00:00,160.27,160.298,160.211,160.263,8330270000
2026-06-05T16:00:00+00:00,160.263,160.342,160.241,160.278,5710120000
2026-06-05T17:00:00+00:00,160.277,160.34,160.27,160.319,2846660000
2026-06-05T18:00:00+00:00,160.318,160.339,160.089,160.163,4745580000
2026-06-05T19:00:00+00:00,160.163,160.207,160.116,160.183,3953480000
2026-06-05T20:00:00+00:00,160.184,160.327,160.177,160.28,3690970000
2026-06-07T21:00:00+00:00,160.211,160.25,160.163,160.225,1094730000
2026-06-07T22:00:00+00:00,160.246,160.354,160.244,160.33,2150130000
2026-06-07T23:00:00+00:00,160.331,160.341,160.239,160.335,2345110000
2026-06-08T00:00:00+00:00,160.337,160.343,160.24,160.322,5808130000
2026-06-08T01:00:00+00:00,160.32,160.35,160.264,160.332,6613380000
2026-06-08T02:00:00+00:00,160.331,160.377,160.325,160.373,3538200000
2026-06-08T03:00:00+00:00,160.375,160.392,160.337,160.337,916500000
2026-06-08T04:00:00+00:00,160.337,160.353,160.287,160.341,2014410000
2026-06-08T05:00:00+00:00,160.341,160.343,160.205,160.26,4521420000
2026-06-08T06:00:00+00:00,160.259,160.342,160.227,160.261,6547200000
2026-06-08T07:00:00+00:00,160.262,160.263,160.149,160.227,9211000000
2026-06-08T08:00:00+00:00,160.226,160.24,159.849,160.024,8780170000
2026-06-08T09:00:00+00:00,160.024,160.073,159.981,160.006,10178290000
2026-06-08T10:00:00+00:00,160.008,160.082,159.928,160.005,6073520000
2026-06-08T11:00:00+00:00,160,160.011,159.884,159.969,8480450000
2026-06-08T12:00:00+00:00,159.968,159.983,159.915,159.958,6405750000
2026-06-08T13:00:00+00:00,159.957,160.037,159.936,160.033,7709280000
2026-06-08T14:00:00+00:00,160.034,160.202,160.029,160.072,7808320000
2026-06-08T15:00:00+00:00,160.072,160.139,160.038,160.118,5653780000
2026-06-08T16:00:00+00:00,160.118,160.169,160.083,160.16,3196770000
2026-06-08T17:00:00+00:00,160.16,160.204,160.122,160.165,4508060000
2026-06-08T18:00:00+00:00,160.163,160.267,160.139,160.257,2243680000
2026-06-08T19:00:00+00:00,160.261,160.267,160.206,160.213,3319160000
2026-06-08T20:00:00+00:00,160.213,160.222,160.097,160.099,2905140000
2026-06-08T21:00:00+00:00,160.098,160.168,160.085,160.127,617200000
2026-06-08T22:00:00+00:00,160.128,160.186,160.128,160.174,1383030000
2026-06-08T23:00:00+00:00,160.172,160.226,160.159,160.18,1628050000
2026-06-09T00:00:00+00:00,160.183,160.278,160.133,160.235,6416920000
2026-06-09T01:00:00+00:00,160.234,160.251,160.175,160.191,4278440000
2026-06-09T02:00:00+00:00,160.191,160.222,160.185,160.218,2067960000
2026-06-09T03:00:00+00:00,160.217,160.254,160.202,160.252,2402840000
2026-06-09T04:00:00+00:00,160.253,160.253,160.185,160.191,3761100000
