Etc/UTC,Open,High,Low,Close,Volume
2021-08-03T00:00:00+00:00,109.271,109.316,109.221,109.307,3715560000
2021-08-03T01:00:00+00:00,109.306,109.333,109.234,109.25,3361860000
2021-08-03T02:00:00+00:00,109.25,109.251,109.191,109.216,3053560000
2021-08-03T03:00:00+00:00,109.216,109.277,109.216,109.248,1775150000
2021-08-03T04:00:00+00:00,109.25,109.25,109.133,109.182,4559560000
2021-08-03T05:00:00+00:00,109.183,109.228,109.159,109.174,2636150000
2021-08-03T06:00:00+00:00,109.172,109.18,109.11,109.133,4425390000
2021-08-03T07:00:00+00:00,109.132,109.238,109.097,109.212,6500230000
2021-08-03T08:00:00+00:00,109.212,109.247,109.122,109.147,4972010000
2021-08-03T09:00:00+00:00,109.149,109.206,109.126,109.182,3515870000
2021-08-03T10:00:00+00:00,109.181,109.215,109.125,109.174,3490390000
2021-08-03T11:00:00+00:00,109.172,109.215,109.164,109.17,2939080000
2021-08-03T12:00:00+00:00,109.171,109.184,109.028,109.036,6772470000
2021-08-03T13:00:00+00:00,109.035,109.035,108.875,108.902,10389370000
2021-08-03T14:00:00+00:00,108.901,108.993,108.877,108.95,7854370000
2021-08-03T15:00:00+00:00,108.95,109.103,108.927,109.1,4801150000
2021-08-03T16:00:00+00:00,109.101,109.104,109.052,109.063,2161220000
2021-08-03T17:00:00+00:00,109.063,109.141,109.061,109.133,1363890000
2021-08-03T18:00:00+00:00,109.132,109.156,109.099,109.107,1762230000
2021-08-03T19:00:00+00:00,109.107,109.111,109.046,109.052,1191810000
2021-08-03T20:00:00+00:00,109.053,109.06,109.019,109.026,842590000
2021-08-03T21:00:00+00:00,109.021,109.079,109.007,109.044,2298240000
2021-08-03T22:00:00+00:00,109.044,109.061,109.015,109.017,764190000
2021-08-03T23:00:00+00:00,109.017,109.018,108.983,108.991,811470000
2021-08-04T00:00:00+00:00,108.989,109.041,108.947,109.016,2821450000
2021-08-04T01:00:00+00:00,109.017,109.025,108.926,109.022,2759750000
2021-08-04T02:00:00+00:00,109.021,109.109,109.001,109.037,4097120000
2021-08-04T03:00:00+00:00,109.038,109.058,109.012,109.054,1951510000
2021-08-04T04:00:00+00:00,109.053,109.083,109.041,109.081,1108590000
2021-08-04T05:00:00+00:00,109.08,109.08,109.026,109.053,1465010000
2021-08-04T06:00:00+00:00,109.053,109.131,109.044,109.07,2801090000
2021-08-04T07:00:00+00:00,109.07,109.142,109.068,109.101,4113310000
2021-08-04T08:00:00+00:00,109.102,109.236,109.095,109.19,4081760000
2021-08-04T09:00:00+00:00,109.192,109.213,109.159,109.166,3488020000
2021-08-04T10:00:00+00:00,109.166,109.198,109.12,109.129,3246810000
2021-08-04T11:00:00+00:00,109.134,109.142,109.011,109.038,3951910000
2021-08-04T12:00:00+00:00,109.038,109.057,108.758,108.766,10309340000
2021-08-04T13:00:00+00:00,108.766,108.876,108.721,108.832,6006090000
2021-08-04T14:00:00+00:00,108.831,109.625,108.831,109.563,20220830000
2021-08-04T15:00:00+00:00,109.563,109.673,109.427,109.428,7587030000
2021-08-04T16:00:00+00:00,109.428,109.547,109.428,109.518,3635520000
2021-08-04T17:00:00+00:00,109.518,109.518,109.466,109.499,2087960000
2021-08-04T18:00:00+00:00,109.498,109.514,109.451,109.464,2171620000
2021-08-04T19:00:00+00:00,109.464,109.477,109.434,109.467,1300450000
2021-08-04T20:00:00+00:00,109.466,109.488,109.443,109.47,1359930000
2021-08-04T21:00:00+00:00,109.471,109.477,109.463,109.472,7581630000
2021-08-04T22:00:00+00:00,109.473,109.524,109.456,109.486,783410000
2021-08-04T23:00:00+00:00,109.484,109.537,109.475,109.534,1197380000
2021-08-05T00:00:00+00:00,109.534,109.69,109.513,109.685,5262500000
2021-08-05T01:00:00+00:00,109.686,109.686,109.633,109.68,3794670000
2021-08-05T02:00:00+00:00,109.677,109.716,109.627,109.671,2571330000
2021-08-05T03:00:00+00:00,109.673,109.691,109.646,109.673,1542470000
2021-08-05T04:00:00+00:00,109.673,109.697,109.657,109.667,1388250000
2021-08-05T05:00:00+00:00,109.668,109.69,109.642,109.658,1348060000
2021-08-05T06:00:00+00:00,109.66,109.752,109.633,109.655,4718630000
2021-08-05T07:00:00+00:00,109.655,109.709,109.548,109.569,6461110000
2021-08-05T08:00:00+00:00,109.569,109.666,109.544,109.601,5443690000
2021-08-05T09:00:00+00:00,109.601,109.639,109.571,109.592,3526730000
2021-08-05T10:00:00+00:00,109.593,109.593,109.432,109.461,4835470000
2021-08-05T11:00:00+00:00,109.462,109.482,109.403,109.426,5162750000
2021-08-05T12:00:00+00:00,109.427,109.633,109.421,109.592,7800330000
2021-08-05T13:00:00+00:00,109.593,109.75,109.557,109.696,6640830000
2021-08-05T14:00:00+00:00,109.696,109.778,109.647,109.7,8008970000
2021-08-05T15:00:00+00:00,109.699,109.783,109.67,109.76,3543740000
2021-08-05T16:00:00+00:00,109.757,109.763,109.691,109.738,1630360000
2021-08-05T17:00:00+00:00,109.738,109.788,109.735,109.766,1541160000
2021-08-05T18:00:00+00:00,109.767,109.785,109.74,109.748,1239710000
2021-08-05T19:00:00+00:00,109.749,109.764,109.724,109.756,1549140000
2021-08-05T20:00:00+00:00,109.755,109.785,109.749,109.757,1068100000
2021-08-05T21:00:00+00:00,109.754,109.783,109.748,109.753,1756640000
2021-08-05T22:00:00+00:00,109.754,109.789,109.754,109.783,782300000
2021-08-05T23:00:00+00:00,109.782,109.784,109.75,109.751,681090000
2021-08-06T00:00:00+00:00,109.753,109.881,109.74,109.864,4492750000
2021-08-06T01:00:00+00:00,109.863,109.887,109.829,109.873,3213840000
2021-08-06T02:00:00+00:00,109.874,109.882,109.851,109.862,1900650000
2021-08-06T03:00:00+00:00,109.86,109.875,109.851,109.855,1394720000
2021-08-06T04:00:00+00:00,109.856,109.869,109.811,109.816,1409110000
2021-08-06T05:00:00+00:00,109.816,109.826,109.801,109.815,1787190000
2021-08-06T06:00:00+00:00,109.815,109.844,109.727,109.77,2986410000
2021-08-06T07:00:00+00:00,109.772,109.794,109.698,109.721,5764800000
2021-08-06T08:00:00+00:00,109.721,109.787,109.712,109.781,2989740000
2021-08-06T09:00:00+00:00,109.782,109.827,109.754,109.811,3171280000
2021-08-06T10:00:00+00:00,109.808,109.845,109.779,109.827,4138310000
2021-08-06T11:00:00+00:00,109.826,109.846,109.776,109.792,2686560000
2021-08-06T12:00:00+00:00,109.791,110.117,109.784,110.113,15211000000
2021-08-06T13:00:00+00:00,110.114,110.282,110.114,110.278,11476720000
2021-08-06T14:00:00+00:00,110.277,110.356,110.256,110.321,8385700000
2021-08-06T15:00:00+00:00,110.322,110.33,110.191,110.235,5287210000
2021-08-06T16:00:00+00:00,110.236,110.284,110.231,110.268,1492020000
2021-08-06T17:00:00+00:00,110.266,110.269,110.22,110.254,1526810000
2021-08-06T18:00:00+00:00,110.252,110.254,110.201,110.226,1300410000
2021-08-06T19:00:00+00:00,110.226,110.239,110.194,110.218,909030000
2021-08-06T20:00:00+00:00,110.218,110.249,110.199,110.199,1211790000
2021-08-08T21:00:00+00:00,110.296,110.306,110.188,110.235,827150000
2021-08-08T22:00:00+00:00,110.245,110.288,110.22,110.26,2704570000
2021-08-08T23:00:00+00:00,110.259,110.293,110.248,110.262,2764690000
2021-08-09T00:00:00+00:00,110.263,110.317,110.251,110.26,2711000000
2021-08-09T01:00:00+00:00,110.261,110.262,110.188,110.23,2958670000
2021-08-09T02:00:00+00:00,110.23,110.237,110.203,110.206,1094490000
2021-08-09T03:00:00+00:00,110.205,110.236,110.2,110.217,582500000
2021-08-09T04:00:00+00:00,110.215,110.226,110.204,110.212,565760000
2021-08-09T05:00:00+00:00,110.211,110.219,110.174,110.187,908210000
2021-08-09T06:00:00+00:00,110.19,110.192,110.106,110.179,3098210000
2021-08-09T07:00:00+00:00,110.178,110.238,110.133,110.185,5312630000
2021-08-09T08:00:00+00:00,110.187,110.234,110.144,110.188,4641970000
2021-08-09T09:00:00+00:00,110.185,110.192,110.105,110.136,3910690000
2021-08-09T10:00:00+00:00,110.135,110.184,110.11,110.148,3106820000
2021-08-09T11:00:00+00:00,110.147,110.147,110.043,110.101,3349330000
2021-08-09T12:00:00+00:00,110.103,110.156,110.06,110.141,3920110000
2021-08-09T13:00:00+00:00,110.141,110.147,110.026,110.11,5276340000
2021-08-09T14:00:00+00:00,110.106,110.298,110.069,110.284,5821240000
2021-08-09T15:00:00+00:00,110.285,110.304,110.208,110.256,4035510000
2021-08-09T16:00:00+00:00,110.258,110.317,110.252,110.272,1758380000
2021-08-09T17:00:00+00:00,110.271,110.297,110.257,110.269,1231360000
2021-08-09T18:00:00+00:00,110.271,110.289,110.229,110.286,1571300000
2021-08-09T19:00:00+00:00,110.286,110.331,110.281,110.328,1083240000
2021-08-09T20:00:00+00:00,110.329,110.352,110.218,110.218,1332490000
2021-08-09T21:00:00+00:00,110.21,110.319,110.203,110.305,9867810000
2021-08-09T22:00:00+00:00,110.305,110.339,110.277,110.296,1517350000
2021-08-09T23:00:00+00:00,110.296,110.331,110.296,110.321,660940000
2021-08-10T00:00:00+00:00,110.322,110.405,110.301,110.326,4090450000
2021-08-10T01:00:00+00:00,110.325,110.355,110.309,110.335,2483810000
2021-08-10T02:00:00+00:00,110.335,110.352,110.307,110.345,1813780000
2021-08-10T03:00:00+00:00,110.345,110.361,110.306,110.337,1629110000
2021-08-10T04:00:00+00:00,110.337,110.351,110.315,110.326,1812670000
2021-08-10T05:00:00+00:00,110.325,110.358,110.316,110.357,2240470000
2021-08-10T06:00:00+00:00,110.358,110.401,110.347,110.38,3608080000
2021-08-10T07:00:00+00:00,110.379,110.466,110.368,110.44,4183990000
2021-08-10T08:00:00+00:00,110.441,110.499,110.44,110.487,3948070000
2021-08-10T09:00:00+00:00,110.486,110.529,110.446,110.505,3701060000
2021-08-10T10:00:00+00:00,110.507,110.547,110.434,110.458,3403830000
2021-08-10T11:00:00+00:00,110.458,110.524,110.458,110.487,3342260000
2021-08-10T12:00:00+00:00,110.486,110.505,110.398,110.488,4996080000
2021-08-10T13:00:00+00:00,110.489,110.595,110.465,110.566,6183150000
2021-08-10T14:00:00+00:00,110.567,110.59,110.525,110.55,5356760000
2021-08-10T15:00:00+00:00,110.55,110.569,110.507,110.55,2474310000
2021-08-10T16:00:00+00:00,110.55,110.598,110.542,110.596,1220000000
2021-08-10T17:00:00+00:00,110.595,110.598,110.568,110.579,817790000
2021-08-10T18:00:00+00:00,110.582,110.594,110.543,110.576,1686290000
2021-08-10T19:00:00+00:00,110.575,110.581,110.568,110.571,1026150000
2021-08-10T20:00:00+00:00,110.573,110.597,110.552,110.552,931980000
2021-08-10T21:00:00+00:00,110.552,110.571,110.5,110.553,9961990000
2021-08-10T22:00:00+00:00,110.554,110.58,110.539,110.551,1269990000
2021-08-10T23:00:00+00:00,110.549,110.601,110.544,110.598,789680000
2021-08-11T00:00:00+00:00,110.598,110.683,110.583,110.672,2868330000
2021-08-11T01:00:00+00:00,110.673,110.686,110.632,110.644,1913210000
2021-08-11T02:00:00+00:00,110.644,110.644,110.607,110.641,1366040000
2021-08-11T03:00:00+00:00,110.642,110.663,110.63,110.64,1502530000
2021-08-11T04:00:00+00:00,110.64,110.682,110.638,110.676,988500000
2021-08-11T05:00:00+00:00,110.673,110.687,110.644,110.687,1059190000
2021-08-11T06:00:00+00:00,110.685,110.752,110.669,110.738,3354150000
2021-08-11T07:00:00+00:00,110.738,110.786,110.72,110.749,4004820000
2021-08-11T08:00:00+00:00,110.749,110.801,110.744,110.794,3337540000
2021-08-11T09:00:00+00:00,110.797,110.797,110.751,110.78,2662270000
2021-08-11T10:00:00+00:00,110.781,110.784,110.725,110.738,2252650000
2021-08-11T11:00:00+00:00,110.738,110.758,110.677,110.696,2443310000
2021-08-11T12:00:00+00:00,110.696,110.704,110.395,110.476,13881640000
2021-08-11T13:00:00+00:00,110.477,110.577,110.381,110.516,10478930000
2021-08-11T14:00:00+00:00,110.516,110.531,110.432,110.464,5314290000
2021-08-11T15:00:00+00:00,110.464,110.501,110.439,110.466,2783970000
2021-08-11T16:00:00+00:00,110.465,110.492,110.413,110.415,1314820000
2021-08-11T17:00:00+00:00,110.416,110.444,110.307,110.401,4672890000
2021-08-11T18:00:00+00:00,110.401,110.457,110.389,110.456,1943960000
2021-08-11T19:00:00+00:00,110.458,110.479,110.385,110.415,1956580000
2021-08-11T20:00:00+00:00,110.415,110.442,110.4,110.427,745550000
2021-08-11T21:00:00+00:00,110.402,110.446,110.393,110.419,4160120000
2021-08-11T22:00:00+00:00,110.419,110.448,110.419,110.42,759520000
2021-08-11T23:00:00+00:00,110.42,110.424,110.358,110.376,1015720000
