time,open,high,low,close,Up,Down,Daily High,Daily Low
1764799200,155.268,155.542,154.509,155.12,,,155.542,154.509
1764885600,155.079,155.494,154.343,155.34,,,155.494,154.343
1765144800,155.219,155.986,154.9,155.928,,,155.986,154.9
1765231200,155.875,156.956,155.744,156.894,,,156.956,155.744
1765317600,156.838,156.94,155.795,156.023,,,156.94,155.795
1765404000,155.959,156.164,154.945,155.572,,,156.164,154.945
1765490400,155.582,156.13,155.448,155.838,,,156.13,155.448
1765749600,155.877,155.986,154.837,155.206,,,155.986,154.837
1765836000,155.217,155.25,154.396,154.721,,,155.25,154.396
1765922400,154.711,155.752,154.513,155.693,,,155.752,154.513
1766008800,155.648,155.978,155.284,155.562,,,155.978,155.284
1766095200,155.531,157.786,155.502,157.723,,,157.786,155.502
1766354400,157.547,157.714,156.705,157.036,,,157.714,156.705
1766440800,157.018,157.051,155.65,156.235,,,157.051,155.65
1766527200,156.258,156.283,155.555,155.952,,,156.283,155.555
1766700000,155.94,156.73,155.752,156.569,,,156.73,155.752
1766959200,156.526,156.577,155.916,156.042,,,156.577,155.916
1767045600,156.069,156.568,155.744,156.421,,,156.568,155.744
1767132000,156.367,156.996,156.332,156.684,,,156.996,156.332
1767304800,156.725,157.004,156.522,156.837,,,157.004,156.522
1767564000,156.756,157.3,156.116,156.404,,,157.3,156.116
1767650400,156.377,156.798,156.164,156.663,,,156.798,156.164
1767736800,156.634,156.81,156.294,156.757,,,156.81,156.294
1767823200,156.748,157.072,156.46,156.882,,,157.072,156.46
1767909600,156.846,158.188,156.795,157.933,,,158.188,156.795
1768168800,158.076,158.21,157.517,158.16,,,158.21,157.517
1768255200,158.128,159.192,157.898,159.172,,,159.192,157.898
1768341600,159.146,159.454,158.094,158.436,,,159.454,158.094
1768428000,158.423,158.881,158.222,158.622,,,158.881,158.222
1768514400,158.633,158.706,157.823,158.103,,,158.706,157.823
1768773600,157.92,158.166,157.425,158.127,,,158.166,157.425
1768860000,158.087,158.605,157.471,158.138,,,158.605,157.471
1768946400,158.148,158.534,157.748,158.294,,,158.534,157.748
1769032800,158.312,158.894,158.18,158.428,,,158.894,158.18
1769119200,158.409,159.228,155.606,155.736,,,159.228,155.606
1769378400,154.876,155.348,153.304,154.221,,,155.348,153.304
1769464800,154.181,154.88,152.09,152.204,,,154.88,152.09
1769551200,152.251,154.051,152.206,153.404,,,154.051,152.206
1769637600,153.405,153.538,152.682,153.114,,,153.538,152.682
1769724000,152.975,154.798,152.865,154.782,,,154.798,152.865
1769983200,154.903,155.79,154.552,155.606,,,155.79,154.552
1770069600,155.66,156.086,155.295,155.795,,,156.086,155.295
1770156000,155.791,156.948,155.689,156.87,,,156.948,155.689
1770242400,156.815,157.339,156.526,157.044,,,157.339,156.526
1770328800,156.998,157.274,156.512,157.24,,,157.274,156.512
1770588000,157.53,157.662,155.524,155.899,,,157.662,155.524
1770674400,155.86,156.294,154.055,154.379,,,156.294,154.055
1770760800,154.4,154.654,152.55,153.27,,,154.654,152.55
1770847200,153.173,153.762,152.27,152.738,,,153.762,152.27
1770933600,152.752,153.668,152.596,152.711,,,153.668,152.596
1771192800,152.728,153.638,152.632,153.52,,,153.638,152.632
1771279200,153.462,153.927,152.7,153.299,,,153.927,152.7
1771365600,153.246,154.874,153.071,154.824,,,154.874,153.071
1771452000,154.782,155.344,154.544,155.001,,,155.344,154.544
1771538400,154.98,155.644,154.716,155.076,,,155.644,154.716
1771797600,154.925,155.046,153.996,154.674,,,155.046,153.996
1771884000,154.669,156.282,154.526,155.902,,,156.282,154.526
1771970400,155.866,156.826,155.348,156.364,,,156.826,155.348
1772056800,156.342,156.438,155.699,156.135,,,156.438,155.699
1772143200,156.146,156.233,155.54,156.066,,,156.233,155.54
1772402400,156.154,157.753,156.128,157.36,,,157.753,156.128
1772488800,157.409,157.972,157.151,157.694,,,157.972,157.151
1772575200,157.536,157.865,156.856,157.054,,,157.865,156.856
1772661600,157.028,157.851,156.454,157.558,,,157.851,156.454
1772748000,157.583,158.096,157.382,157.822,,,158.096,157.382
1773003600,158.094,158.9,157.633,157.668,,,158.9,157.633
1773090000,157.665,158.134,157.276,158.066,,,158.134,157.276
1773176400,158.06,158.978,157.864,158.96,,,158.978,157.864
1773262800,158.922,159.432,158.57,159.35,,,159.432,158.57
1773349200,159.342,159.758,159.008,159.733,,,159.758,159.008
1773608400,159.566,159.748,158.851,159.046,,,159.748,158.851
1773694800,159.061,159.499,158.724,159,,,159.499,158.724
1773781200,159.041,159.904,158.57,159.868,,,159.904,158.57
1773867600,159.868,159.868,157.51,157.709,,,159.868,157.51
1773954000,157.69,159.391,157.639,159.228,,,159.391,157.639
1774213200,159.346,159.658,158.02,158.429,,,159.658,158.02
1774299600,158.429,159.192,158.276,158.705,,,159.192,158.276
1774386000,158.702,159.503,158.574,159.474,,,159.503,158.574
1774472400,159.469,159.853,159.286,159.777,,,159.853,159.286
1774558800,159.718,160.414,159.458,160.315,,,160.414,159.458
1774818000,160.197,160.464,159.328,159.742,,,160.464,159.328
1774904400,159.72,159.975,158.658,158.724,,,159.975,158.658
1774990800,158.772,159.014,158.274,158.79,,,159.014,158.274
1775077200,158.808,159.747,158.545,159.606,,,159.747,158.545
1775163600,159.597,159.824,159.431,159.632,,,159.824,159.431
1775422800,159.641,159.834,159.304,159.686,,,159.834,159.304
1775509200,159.694,160.032,159.468,159.61,,,160.032,159.468
1775595600,159.614,159.78,157.888,158.569,,,159.78,157.888
1775682000,158.553,159.299,158.486,158.998,,,159.299,158.486
1775768400,158.954,159.383,158.894,159.275,,,159.383,158.894
1776027600,159.596,159.862,159.291,159.445,,,159.862,159.291
1776114000,159.422,159.443,158.602,158.802,,,159.443,158.602
1776200400,158.801,159.153,158.644,158.969,,,159.153,158.644
1776286800,159.004,159.308,158.266,159.145,,,159.308,158.266
1776373200,159.182,159.532,157.59,158.616,,,159.532,157.59
1776632400,158.81,159.204,158.552,158.825,,,159.204,158.552
1776718800,158.786,159.642,158.734,159.412,,,159.642,158.734
1776805200,159.378,159.576,159.104,159.476,,,159.576,159.104
1776891600,159.495,159.847,159.295,159.749,,,159.847,159.295
1776978000,159.672,159.842,159.308,159.348,,,159.842,159.308
1777237200,159.565,159.601,159.096,159.425,,,159.601,159.096
1777323600,159.442,159.788,158.96,159.616,,,159.788,158.96
1777410000,159.56,160.478,159.52,160.45,,,160.478,159.52
1777496400,160.418,160.726,155.556,156.624,,,160.726,155.556
1777582800,156.51,157.33,155.488,157.088,,,157.33,155.488
1777842000,156.756,157.305,155.702,157.248,,,157.305,155.702
1777928400,157.214,157.921,157.076,157.896,,,157.921,157.076
1778014800,157.888,157.94,155.032,156.37,,,157.94,155.032
1778101200,156.351,156.956,156.022,156.938,,,156.956,156.022
1778187600,156.885,156.992,156.434,156.686,,,156.992,156.434
1778446800,156.61,157.273,156.557,157.226,,,157.273,156.557
1778533200,157.161,157.766,156.726,157.615,,,157.766,156.726
1778619600,157.611,157.926,157.562,157.894,,,157.926,157.562
1778706000,157.855,158.423,157.313,158.384,,,158.423,157.313
1778792400,158.336,158.847,158.294,158.776,,,158.847,158.294
1779051600,158.68,159.082,158.611,158.858,,,159.082,158.611
1779138000,158.832,159.252,158.649,159.08,,,159.252,158.649
1779224400,159.07,159.168,158.588,158.934,,,159.168,158.588
1779310800,158.914,159.347,158.808,158.99,,,159.347,158.808
1779397200,158.929,159.234,158.928,159.206,,,159.234,158.928
1779656400,158.817,159.042,158.759,158.929,,,159.042,158.759
1779742800,158.904,159.383,158.864,159.314,,,159.383,158.864
1779829200,159.298,159.581,159.179,159.518,,,159.581,159.179
1779915600,159.483,159.654,159.112,159.246,,,159.654,159.112
1780002000,159.212,159.38,159.099,159.271,,,159.38,159.099
1780261200,159.368,159.766,159.298,159.672,,,159.766,159.298
1780347600,159.662,159.988,159.6,159.938,,,159.988,159.6
1780434000,159.887,160.098,159.368,160.092,,,160.098,159.368
1780520400,160.056,160.078,159.59,160.028,,,160.078,159.59
1780606800,160.025,160.342,159.724,160.317,,,160.342,159.724
1780866000,160.258,160.394,159.84,160.178,,,160.394,159.84
1780952400,160.146,160.448,160.053,160.364,,,160.448,160.053
1781038800,160.342,160.578,160.238,160.554,,,160.578,160.238
1781125200,160.505,160.596,159.536,159.97,,,160.596,159.536
1781211600,159.946,160.376,159.92,160.228,,,160.376,159.92
1781470800,160.148,160.396,159.738,160.356,,,160.396,159.738
1781557200,160.344,160.483,160.051,160.466,,,160.483,160.051
1781643600,160.421,160.798,160.115,160.684,,,160.798,160.115
1781730000,160.662,161.81,160.476,161.41,,,161.81,160.476
1781816400,161.397,161.459,160.986,161.31,,,161.459,160.986
1782075600,161.266,161.928,161.072,161.6,,,161.928,161.072
1782162000,161.562,161.742,161.264,161.578,,,161.742,161.264
1782248400,161.54,161.84,161.514,161.81,,,161.84,161.514
1782334800,161.776,161.95,161.557,161.804,,,161.95,161.557
1782421200,161.793,161.848,161.532,161.75,,,161.848,161.532
1782680400,161.74,161.983,161.72,161.944,,,161.983,161.72
1782766800,161.912,162.672,161.891,162.589,,,162.672,161.891
1782853200,162.558,162.84,162.294,162.602,,,162.84,162.294
1782939600,162.589,162.598,160.624,161.121,,,162.598,160.624
1783026000,161.089,161.524,160.48,161.383,,,161.524,160.48
1783285200,161.306,162.427,161.294,162.096,,,162.427,161.294
1783371600,162.094,162.182,161.654,162.118,,,162.182,161.654
1783458000,162.102,162.711,162.078,162.64,,,162.711,162.078
1783544400,162.562,162.616,162.247,162.396,,,162.616,162.247
1783630800,162.39,162.44,161.282,161.705,,,162.44,161.282
1783890000,161.733,162.488,161.68,162.464,,,162.488,161.68
