time,open,high,low,close,Up,Down,Daily High,Daily Low
1729630800,151.06900000000002,153.184,150.973,152.747,,,153.184,150.973
1729717200,152.747,152.832,151.548,151.815,,,152.832,151.548
1729803600,151.815,152.376,151.441,152.235,,,152.376,151.441
1730062800,153.233,153.877,152.403,153.27100000000002,,,153.877,152.403
1730149200,153.27100000000002,153.862,152.749,153.352,,,153.862,152.749
1730235600,153.352,153.487,152.776,153.404,,,153.487,152.776
1730322000,153.404,153.62300000000002,151.828,152.026,,,153.62300000000002,151.828
1730408400,152.026,153.088,151.77700000000002,152.924,,,153.088,151.77700000000002
1730671200,152.163,152.549,151.529,152.119,,,152.549,151.529
1730757600,152.119,152.54,151.33,151.603,,,152.54,151.33
1730844000,151.603,154.693,151.276,154.62,,,154.693,151.276
1730930400,154.62,154.708,152.686,152.928,,,154.708,152.686
1731016800,152.928,153.364,152.136,152.568,,,153.364,152.136
1731276000,152.61700000000002,153.949,152.61700000000002,153.71,,,153.949,152.61700000000002
1731362400,153.71,154.92000000000002,153.403,154.591,,,154.92000000000002,153.403
1731448800,154.591,155.621,154.335,155.46,,,155.621,154.335
1731535200,155.46,156.417,155.336,156.247,,,156.417,155.336
1731621600,156.247,156.744,153.85500000000002,154.281,,,156.744,153.85500000000002
1731880800,154.215,155.354,153.829,154.65200000000002,,,155.354,153.829
1731967200,154.65200000000002,154.79500000000002,153.272,154.65200000000002,,,154.79500000000002,153.272
1732053600,154.65200000000002,155.88400000000001,154.522,155.382,,,155.88400000000001,154.522
1732140000,155.382,155.391,153.903,154.53,,,155.391,153.903
1732226400,154.53,155.023,153.959,154.707,,,155.023,153.959
1732485600,154.077,154.719,153.543,154.172,,,154.719,153.543
1732572000,154.172,154.487,152.979,153.083,,,154.487,152.979
1732658400,153.083,153.232,150.45000000000002,151.05,,,153.232,150.45000000000002
1732744800,151.05,151.949,150.885,151.50400000000002,,,151.949,150.885
1732831200,151.50400000000002,151.546,149.46,149.707,,,151.546,149.46
1733090400,149.59900000000002,150.75,149.07500000000002,149.57,,,150.75,149.07500000000002
1733176800,149.57,150.233,148.639,149.579,,,150.233,148.639
1733263200,149.579,151.226,149.516,150.549,,,151.226,149.516
1733349600,150.549,150.77100000000002,149.65,150.09300000000002,,,150.77100000000002,149.65
1733436000,150.09300000000002,150.695,149.356,149.96200000000002,,,150.695,149.356
1733695200,149.857,151.34300000000002,149.687,151.20600000000002,,,151.34300000000002,149.687
1733781600,151.20600000000002,152.179,150.89000000000001,151.951,,,152.179,150.89000000000001
1733868000,151.951,152.842,150.981,152.446,,,152.842,150.981
1733954400,152.446,152.769,151.793,152.613,,,152.769,151.793
1734040800,152.613,153.797,152.447,153.579,,,153.797,152.447
1734300000,153.6,154.473,153.316,154.097,,,154.473,153.316
1734386400,154.097,154.34,153.156,153.49800000000002,,,154.34,153.156
1734472800,153.49800000000002,154.859,153.329,154.81,,,154.859,153.329
1734559200,154.81,157.802,154.428,157.401,,,157.802,154.428
1734645600,157.401,157.923,155.948,156.364,,,157.923,155.948
1734904800,156.364,157.264,156.333,157.165,,,157.264,156.333
1734991200,157.165,157.389,156.88400000000001,157.298,,,157.389,156.88400000000001
1735164000,157.298,158.082,157.298,157.93,,,158.082,157.298
1735250400,157.93,157.949,157.347,157.802,,,157.949,157.347
1735509600,157.755,158.07,156.663,156.838,,,158.07,156.663
1735596000,156.838,157.542,156.014,157.312,,,157.542,156.014
1735768800,157.312,157.847,156.43,157.524,,,157.847,156.43
1735855200,157.524,157.56,156.869,157.266,,,157.56,156.869
1736114400,157.145,157.958,156.233,157.573,,,157.958,156.233
1736200800,157.573,158.421,157.363,158.036,,,158.421,157.363
1736287200,158.036,158.549,157.897,158.335,,,158.549,157.897
1736373600,158.335,158.393,157.571,158.102,,,158.393,157.571
1736460000,158.102,158.874,157.221,157.692,,,158.874,157.221
1736719200,157.692,157.961,156.905,157.452,,,157.961,156.905
1736805600,157.452,158.19400000000002,157.078,157.941,,,158.19400000000002,157.078
1736892000,157.941,158.077,155.927,156.433,,,158.077,155.927
1736978400,156.433,156.525,155.098,155.114,,,156.525,155.098
1737064800,155.114,156.369,154.969,156.25900000000001,,,156.369,154.969
1737324000,156.25900000000001,156.578,155.405,155.613,,,156.578,155.405
1737410400,155.613,156.234,154.768,155.478,,,156.234,154.768
1737496800,155.478,156.707,155.347,156.50300000000001,,,156.707,155.347
1737583200,156.50300000000001,156.755,155.739,156.034,,,156.755,155.739
1737669600,156.034,156.572,154.832,155.948,,,156.572,154.832
1737928800,155.675,156.24200000000002,153.708,154.489,,,156.24200000000002,153.708
1738015200,154.489,155.973,154.42600000000002,155.469,,,155.973,154.42600000000002
1738101600,155.469,155.785,154.933,155.184,,,155.785,154.933
1738188000,155.184,155.231,153.781,154.288,,,155.231,153.781
1738274400,154.288,155.217,153.90800000000002,155.156,,,155.217,153.90800000000002
1738533600,154.764,155.88,154.005,154.683,,,155.88,154.005
1738620000,154.683,155.523,154.169,154.321,,,155.523,154.169
1738706400,154.321,154.458,152.107,152.584,,,154.458,152.107
1738792800,152.584,152.893,151.234,151.357,,,152.893,151.234
1738879200,151.357,152.42000000000002,150.925,151.39000000000001,,,152.42000000000002,150.925
1739138400,151.203,152.535,151.17000000000002,151.99,,,152.535,151.17000000000002
1739224800,151.99,152.602,151.643,152.46800000000002,,,152.602,151.643
1739311200,152.46800000000002,154.797,152.344,154.407,,,154.797,152.344
1739397600,154.407,154.666,152.697,152.788,,,154.666,152.697
1739484000,152.788,153.15200000000002,152.02,152.282,,,153.15200000000002,152.02
1739743200,152.197,152.383,151.335,151.48600000000002,,,152.383,151.335
1739829600,151.48600000000002,152.221,151.229,152.054,,,152.221,151.229
1739916000,152.054,152.308,151.238,151.457,,,152.308,151.238
