date,reference_source,symbol,open,high,low,close,range_pips,close_change_pips,abs_close_change_pips,body_size_pips,body_pct_of_range,candle_direction,break_previous_high,break_previous_low,week_high_so_far,week_low_so_far,previous_week_high,previous_week_low,range_ytd_rank,abs_close_move_ytd_rank,ytd_observation_count,is_event_date,is_prior_20_window,prior_20_observation_count,prior_20_avg_range_pips,prior_20_median_range_pips,prior_20_max_range_pips,range_vs_prior_20_avg,range_vs_prior_20_median,range_vs_prior_20_max
2026-01-26,FXCM,USDJPY,154.635,155.344,153.302,154.135,204.20000000000016,-160.6000000000023,160.6000000000023,50.0,0.24485798237022507,DOWN,False,True,155.344,153.302,159.225,155.6,10,7,150,False,False,20,73.36499999999987,62.10000000000093,197.79999999999802,,,
2026-01-27,FXCM,USDJPY,154.135,154.878,152.09199999999998,152.165,278.60000000000014,-196.9999999999999,196.9999999999999,196.9999999999999,0.7071069633883696,DOWN,False,True,155.344,152.09199999999998,159.225,155.6,5,5,150,False,False,20,73.36499999999987,62.10000000000093,197.79999999999802,,,
2026-01-28,FXCM,USDJPY,152.165,154.045,152.141,153.39999999999998,190.39999999999964,123.49999999999852,123.49999999999852,123.49999999999852,0.6486344537815061,UP,False,False,155.344,152.09199999999998,159.225,155.6,14,16,150,False,False,20,73.36499999999987,62.10000000000093,197.79999999999802,,,
2026-01-29,FXCM,USDJPY,153.39999999999998,153.53699999999998,152.679,153.078,85.79999999999757,-32.19999999999743,32.19999999999743,32.19999999999743,0.375291375291356,DOWN,False,False,155.344,152.09199999999998,159.225,155.6,66,72,150,False,False,20,73.36499999999987,62.10000000000093,197.79999999999802,,,
2026-01-30,FXCM,USDJPY,153.078,154.79399999999998,152.863,154.75,193.09999999999832,167.1999999999997,167.1999999999997,167.1999999999997,0.86587260486795,UP,True,False,155.344,152.09199999999998,159.225,155.6,13,6,150,False,False,20,73.36499999999987,62.10000000000093,197.79999999999802,,,
2026-02-02,FXCM,USDJPY,154.846,155.785,154.548,155.59699999999998,123.69999999999948,84.699999999998,84.699999999998,75.09999999999764,0.6071139854486496,UP,True,False,155.785,154.548,155.344,152.09199999999998,34,25,150,False,False,20,73.36499999999987,62.10000000000093,197.79999999999802,,,
2026-02-03,FXCM,USDJPY,155.59699999999998,156.084,155.291,155.70999999999998,79.30000000000064,11.299999999999955,11.299999999999955,11.299999999999955,0.14249684741487847,UP,True,False,156.084,154.548,155.344,152.09199999999998,77,120,150,False,False,20,73.36499999999987,62.10000000000093,197.79999999999802,,,
2026-02-04,FXCM,USDJPY,155.70999999999998,156.94799999999998,155.688,156.81199999999998,125.99999999999909,110.20000000000039,110.20000000000039,110.20000000000039,0.8746031746031839,UP,True,False,156.94799999999998,154.548,155.344,152.09199999999998,33,18,150,False,False,20,73.36499999999987,62.10000000000093,197.79999999999802,,,
2026-02-05,FXCM,USDJPY,156.81199999999998,157.337,156.52599999999998,157.024,81.1000000000007,21.20000000000175,21.20000000000175,21.20000000000175,0.2614056720098837,UP,True,False,157.337,154.548,155.344,152.09199999999998,74,93,150,False,False,20,73.36499999999987,62.10000000000093,197.79999999999802,,,
2026-02-06,FXCM,USDJPY,157.024,157.26,156.50799999999998,157.17999999999998,75.20000000000095,15.599999999997749,15.599999999997749,15.599999999997749,0.20744680851060573,UP,False,True,157.337,154.548,155.344,152.09199999999998,80,112,150,False,False,20,73.36499999999987,62.10000000000093,197.79999999999802,,,
2026-02-09,FXCM,USDJPY,157.55599999999998,157.66,155.51999999999998,155.867,214.00000000000148,-131.29999999999882,131.29999999999882,168.8999999999993,0.7892523364485894,DOWN,True,True,157.66,155.51999999999998,157.337,154.548,8,14,150,False,False,20,73.36499999999987,62.10000000000093,197.79999999999802,,,
