date,symbol,reference_source,open,high,low,close,previous_close,range_pips,close_change_pips,abs_close_change_pips,body_size_pips,body_pct_of_range,upper_wick_pips,lower_wick_pips,candle_direction,break_previous_high,break_previous_low,candle_sequence_state,candle_sequence_direction,has_imbalance,imbalance_direction,week_high_so_far,week_low_so_far,previous_week_high,previous_week_low,week_high_vs_previous_week,week_low_vs_previous_week,week_high_vs_previous_week_pips,week_low_vs_previous_week_pips,range_ytd_rank,abs_close_move_ytd_rank,ytd_observation_count,prior_20_observation_count,prior_20_avg_range_pips,prior_20_median_range_pips,range_vs_prior_20_avg,range_vs_prior_20_median,prior_20_avg_abs_close_move_pips,prior_20_median_abs_close_move_pips,abs_close_move_vs_prior_20_avg,abs_close_move_vs_prior_20_median,source_count,sources_present,coverage_pct,coverage_status,behavior_agreeing_sources,behavior_agreement_pct,behavior_agreement,range_pips_median,range_pips_min,range_pips_max,range_divergence_pct,range_divergence_flag
2026-07-30,USDJPY,FXCM,163.391,163.73999999999998,157.95499999999998,159.497,163.391,578.4999999999997,-389.3999999999977,389.3999999999977,389.3999999999977,0.673120138288674,34.899999999998954,154.200000000003,DOWN,False,True,TURN,DOWN,False,,163.95,157.95499999999998,163.987,162.19899999999998,LOWER,LOWER,-3.700000000000614,-424.4,1,1,150,20,73.36499999999987,62.10000000000093,7.885231377359786,9.315619967793735,36.58000000000044,21.85000000000059,10.64516129032239,17.82151029748225,5,FOREXCOM|FXCM|FX_IDC|OANDA|PEPPERSTONE,100.0,COMPLETE,5,100.0,UNANIMOUS,578.5499999999985,577.200000000002,579.000000000002,0.3111226341716486,False
